dataset,method,sample_size,recall_mean,recall_median,recall_std,recall_min,recall_max,precision_mean,precision_median,precision_std,precision_min,precision_max,igd_mean,igd_median,igd_std,igd_min,igd_max,hv_diff_mean,hv_diff_median,hv_diff_std,hv_diff_min,hv_diff_max,sample_pct_first,dataset_size_first,pred_pf_size_mean,true_pf_size_first
HR_Attrition,Stratified,50,0.0808,0.0,0.1235,0.0,0.3846,0.1166,0.0,0.1675,0.0,0.5,0.3038,0.2959,0.067,0.1846,0.4273,0.1164,0.1115,0.0759,0.0103,0.3306,3.4,1470,7.2,13
HR_Attrition,Stratified,100,0.1231,0.1154,0.0979,0.0,0.3077,0.2205,0.185,0.1944,0.0,0.6,0.2399,0.229,0.0517,0.1959,0.4353,0.1037,0.1135,0.0611,0.0106,0.2691,6.8,1470,9.65,13
HR_Attrition,Stratified,200,0.1962,0.1923,0.1101,0.0,0.4615,0.3319,0.2679,0.2681,0.0,1.0,0.2029,0.2021,0.0326,0.141,0.2796,0.0957,0.0755,0.0699,0.0142,0.253,13.61,1470,10.45,13
HR_Attrition,Stratified,250,0.2615,0.2308,0.1071,0.0769,0.4615,0.3327,0.3137,0.1618,0.1333,0.75,0.1709,0.1658,0.0305,0.1205,0.2274,0.0696,0.0575,0.0512,0.001,0.1715,17.01,1470,11.1,13
SS-A,ActiveLearning,50,0.0333,0.0,0.1491,0.0,0.6667,0.05,0.0,0.2236,0.0,1.0,0.0134,0.0145,0.0053,0.0017,0.0201,0.0002,0.0,0.0002,0.0,0.0007,3.72,1343,3.8,3
SS-A,ActiveLearning,100,0.0667,0.0,0.1368,0.0,0.3333,0.0571,0.0,0.1346,0.0,0.5,0.0111,0.0108,0.0055,0.0044,0.0211,0.0001,0.0,0.0003,0.0,0.0011,7.45,1343,4.3,3
SS-A,ActiveLearning,200,0.1333,0.0,0.2269,0.0,0.6667,0.1714,0.0,0.3256,0.0,1.0,0.0086,0.0062,0.0056,0.0031,0.0183,0.0,0.0,0.0,0.0,0.0001,14.89,1343,3.45,3
SS-A,ActiveLearning,250,0.1333,0.0,0.1675,0.0,0.3333,0.1775,0.0,0.2793,0.0,1.0,0.0098,0.0101,0.0058,0.0011,0.0183,0.0,0.0,0.0,0.0,0.0001,18.62,1343,3.6,3
SS-A,Clustering,50,0.0833,0.0,0.2621,0.0,1.0,0.0058,0.0,0.018,0.0,0.0612,0.0048,0.0055,0.0017,0.0019,0.0087,0.0,0.0,0.0,0.0,0.0,3.72,1343,16.6,3
SS-A,Clustering,100,0.0333,0.0,0.1026,0.0,0.3333,0.1,0.0,0.3078,0.0,1.0,0.0068,0.0037,0.0058,0.0032,0.0183,0.0,0.0,0.0,0.0,0.0,7.45,1343,4.55,3
SS-A,Clustering,200,0.6667,0.6667,0.0,0.6667,0.6667,0.2083,0.1667,0.1863,0.1667,1.0,0.0041,0.0041,0.0,0.004,0.0041,0.0,0.0,0.0,0.0,0.0,14.89,1343,11.5,3
SS-A,Clustering,250,0.6667,0.6667,0.0,0.6667,0.6667,0.2917,0.1667,0.3053,0.1667,1.0,0.004,0.004,0.0,0.004,0.0041,0.0,0.0,0.0,0.0,0.0,18.62,1343,10.5,3
SS-A,Diversity,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0165,0.0183,0.0038,0.0058,0.0183,0.0,0.0,0.0,0.0,0.0,3.72,1343,1.3,3
SS-A,Diversity,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0143,0.0183,0.0057,0.0042,0.0183,0.0,0.0,0.0,0.0,0.0001,7.45,1343,1.7,3
SS-A,Diversity,200,0.1167,0.0,0.1957,0.0,0.6667,0.085,0.0,0.1365,0.0,0.3333,0.0117,0.0102,0.0046,0.0053,0.0183,0.0,0.0,0.0,0.0,0.0001,14.89,1343,3.6,3
SS-A,Diversity,250,0.1667,0.0,0.2536,0.0,1.0,0.1302,0.0,0.1806,0.0,0.5,0.0107,0.0105,0.006,0.0032,0.0183,0.0,0.0,0.0,0.0,0.0001,18.62,1343,4.3,3
SS-A,LHS,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0177,0.0183,0.0026,0.0068,0.0183,0.0,0.0,0.0,0.0,0.0001,3.72,1343,1.1,3
SS-A,LHS,100,0.1,0.0,0.3078,0.0,1.0,0.0016,0.0,0.005,0.0,0.0185,0.0124,0.0133,0.0062,0.0041,0.0183,0.0,0.0,0.0,0.0,0.0002,7.45,1343,46.85,3
SS-A,LHS,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0114,0.0105,0.0053,0.0021,0.0183,0.0,0.0,0.0,0.0,0.0001,14.89,1343,4.2,3
SS-A,LHS,250,0.05,0.0,0.1631,0.0,0.6667,0.0548,0.0,0.2235,0.0,1.0,0.01,0.0068,0.0065,0.0022,0.0183,0.0,0.0,0.0,0.0,0.0001,18.62,1343,6.25,3
SS-A,Random,50,0.05,0.0,0.1221,0.0,0.3333,0.125,0.0,0.3193,0.0,1.0,0.0134,0.0126,0.0056,0.0051,0.0244,0.0001,0.0,0.0002,0.0,0.0009,3.72,1343,2.9,3
SS-A,Random,100,0.1167,0.0,0.2236,0.0,0.6667,0.1153,0.0,0.2521,0.0,1.0,0.0093,0.0089,0.0054,0.0011,0.0183,0.0001,0.0,0.0001,0.0,0.0004,7.45,1343,4.0,3
SS-A,Random,200,0.25,0.3333,0.2836,0.0,1.0,0.2375,0.2917,0.2377,0.0,0.6667,0.0103,0.0093,0.0058,0.0019,0.0183,0.0,0.0,0.0,0.0,0.0001,14.89,1343,3.6,3
SS-A,Random,250,0.2333,0.3333,0.1904,0.0,0.6667,0.2725,0.25,0.2696,0.0,1.0,0.0096,0.009,0.0043,0.004,0.0182,0.0,0.0,0.0,0.0,0.0001,18.62,1343,3.7,3
SS-A,Sobol,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0183,0.0183,0.0,0.0183,0.0183,0.0,0.0,0.0,0.0,0.0,3.72,1343,1.0,3
SS-A,Sobol,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144,0.0176,0.0051,0.0043,0.0183,0.0,0.0,0.0,0.0,0.0,7.45,1343,1.75,3
SS-A,Sobol,200,0.0167,0.0,0.0745,0.0,0.3333,0.0036,0.0,0.016,0.0,0.0714,0.01,0.0074,0.0061,0.002,0.0183,0.0,0.0,0.0,0.0,0.0001,14.89,1343,4.55,3
SS-A,Sobol,250,0.05,0.0,0.1221,0.0,0.3333,0.0262,0.0,0.0786,0.0,0.3333,0.0085,0.0057,0.0064,0.0021,0.0183,0.0,0.0,0.0,0.0,0.0001,18.62,1343,7.85,3
SS-A,Stratified,50,0.1167,0.0,0.1957,0.0,0.6667,0.2143,0.0,0.3744,0.0,1.0,0.0127,0.0126,0.0057,0.0015,0.0183,0.0,0.0,0.0,0.0,0.0001,3.72,1343,2.4,3
SS-A,Stratified,100,0.0833,0.0,0.1481,0.0,0.3333,0.1542,0.0,0.3202,0.0,1.0,0.0105,0.0091,0.005,0.0045,0.0183,0.0,0.0,0.0,0.0,0.0001,7.45,1343,2.65,3
SS-A,Stratified,200,0.1667,0.1667,0.171,0.0,0.3333,0.1829,0.0625,0.2577,0.0,1.0,0.0078,0.0067,0.0043,0.0027,0.0183,0.0,0.0,0.0,0.0,0.0001,14.89,1343,3.5,3
SS-A,Stratified,250,0.3333,0.3333,0.1873,0.0,0.6667,0.43,0.5,0.2706,0.0,1.0,0.0101,0.0083,0.005,0.0041,0.0183,0.0,0.0,0.0,0.0,0.0001,18.62,1343,2.65,3
SS-B,ActiveLearning,50,0.15,0.0,0.2856,0.0,1.0,0.2167,0.0,0.4086,0.0,1.0,0.04,0.0431,0.0115,0.011,0.0698,0.0028,0.0001,0.0052,0.0,0.0169,24.27,206,1.7,2
SS-B,ActiveLearning,100,0.35,0.0,0.4323,0.0,1.0,0.4071,0.0,0.4976,0.0,1.0,0.0307,0.0429,0.0188,0.0,0.0431,0.0008,0.0001,0.0029,0.0,0.0129,48.54,206,1.8,2
SS-B,Clustering,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0431,0.0431,0.0001,0.0425,0.0431,0.0002,0.0001,0.0008,0.0001,0.0035,24.27,206,1.05,2
SS-B,Clustering,100,0.025,0.0,0.1118,0.0,0.5,0.0125,0.0,0.0559,0.0,0.25,0.0421,0.0431,0.0044,0.0233,0.0431,0.0002,0.0001,0.0005,0.0001,0.0025,48.54,206,1.3,2
SS-B,Diversity,50,0.4,0.5,0.2052,0.0,0.5,0.8,1.0,0.4104,0.0,1.0,0.0416,0.0431,0.0069,0.0123,0.0431,0.0001,0.0001,0.0003,0.0001,0.0015,24.27,206,1.05,2
SS-B,Diversity,100,0.425,0.5,0.1832,0.0,0.5,0.85,1.0,0.3663,0.0,1.0,0.043,0.0431,0.0001,0.0427,0.0431,0.0001,0.0001,0.0,0.0001,0.0001,48.54,206,1.15,2
SS-B,LHS,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0431,0.0431,0.0044,0.0295,0.0563,0.0004,0.0001,0.0012,0.0,0.0055,24.27,206,1.2,2
SS-B,LHS,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0389,0.0431,0.0087,0.0145,0.0431,0.0009,0.0001,0.0023,0.0001,0.0105,48.54,206,1.7,2
SS-B,Random,50,0.1,0.0,0.2052,0.0,0.5,0.2,0.0,0.4104,0.0,1.0,0.0401,0.0431,0.0076,0.0158,0.0431,0.0005,0.0001,0.001,0.0001,0.0034,24.27,206,1.25,2
SS-B,Random,100,0.45,0.5,0.3591,0.0,1.0,0.65,1.0,0.4617,0.0,1.0,0.0344,0.0431,0.0177,0.0,0.0431,0.0001,0.0001,0.0,0.0,0.0002,48.54,206,1.3,2
SS-B,Sobol,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0412,0.0431,0.0061,0.0175,0.0431,0.0003,0.0001,0.0006,0.0001,0.0023,24.27,206,1.2,2
SS-B,Sobol,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0406,0.0431,0.0054,0.0259,0.0431,0.0004,0.0001,0.0007,0.0001,0.0025,48.54,206,1.5,2
SS-B,Stratified,50,0.175,0.0,0.2936,0.0,1.0,0.23,0.0,0.4105,0.0,1.0,0.036,0.0431,0.0122,0.0072,0.0431,0.0011,0.0001,0.0031,0.0,0.0138,24.27,206,1.85,2
SS-B,Stratified,100,0.45,0.5,0.2763,0.0,1.0,0.775,1.0,0.4128,0.0,1.0,0.0363,0.0431,0.0146,0.0,0.0431,0.0003,0.0001,0.0007,0.0,0.003,48.54,206,1.25,2
SS-C,ActiveLearning,50,0.025,0.0,0.1118,0.0,0.5,0.05,0.0,0.2236,0.0,1.0,0.0356,0.0381,0.0123,0.0036,0.0449,0.0,0.0,0.0001,0.0,0.0003,3.31,1512,1.95,2
SS-C,ActiveLearning,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0308,0.0351,0.0147,0.0031,0.0449,0.0001,0.0,0.0003,0.0,0.0015,6.61,1512,2.1,2
SS-C,ActiveLearning,200,0.025,0.0,0.1118,0.0,0.5,0.025,0.0,0.1118,0.0,0.5,0.031,0.0345,0.0121,0.0028,0.0449,0.0,0.0,0.0,0.0,0.0,13.23,1512,2.75,2
SS-C,ActiveLearning,250,0.05,0.0,0.2236,0.0,1.0,0.05,0.0,0.2236,0.0,1.0,0.0196,0.0182,0.0162,0.0,0.0449,0.0,0.0,0.0,0.0,0.0,16.53,1512,3.0,2
SS-C,Clustering,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0296,0.0362,0.0177,0.0014,0.0449,0.0,0.0,0.0,0.0,0.0,3.31,1512,2.65,2
SS-C,Clustering,100,0.025,0.0,0.1118,0.0,0.5,0.0031,0.0,0.014,0.0,0.0625,0.0262,0.0449,0.0218,0.0007,0.0449,0.0,0.0,0.0,0.0,0.0,6.61,1512,3.5,2
SS-C,Clustering,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0449,0.0449,0.0,0.0449,0.0449,0.0,0.0,0.0,0.0,0.0,13.23,1512,1.0,2
SS-C,Clustering,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0449,0.0449,0.0,0.0449,0.0449,0.0,0.0,0.0,0.0,0.0,16.53,1512,1.0,2
SS-C,Diversity,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0349,0.0449,0.0149,0.0021,0.0449,0.0,0.0,0.0,0.0,0.0,3.31,1512,3.9,2
SS-C,Diversity,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0402,0.008,0.0223,0.0449,0.0,0.0,0.0,0.0,0.0,6.61,1512,2.05,2
SS-C,Diversity,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344,0.0341,0.0098,0.0157,0.0449,0.0,0.0,0.0,0.0,0.0,13.23,1512,4.4,2
SS-C,Diversity,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344,0.0356,0.0112,0.0149,0.0449,0.0,0.0,0.0,0.0,0.0,16.53,1512,3.15,2
SS-C,LHS,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0393,0.0449,0.0124,0.0037,0.0449,0.0,0.0,0.0,0.0,0.0001,3.31,1512,12.05,2
SS-C,LHS,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416,0.0449,0.0104,0.0046,0.0449,0.0,0.0,0.0,0.0,0.0,6.61,1512,1.1,2
SS-C,LHS,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0389,0.0449,0.0107,0.0073,0.0449,0.0,0.0,0.0,0.0,0.0,13.23,1512,3.6,2
SS-C,LHS,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301,0.032,0.0151,0.0038,0.0449,0.0,0.0,0.0,0.0,0.0,16.53,1512,13.25,2
SS-C,Random,50,0.05,0.0,0.1539,0.0,0.5,0.1,0.0,0.3078,0.0,1.0,0.0339,0.0403,0.0132,0.0007,0.0449,0.0,0.0,0.0,0.0,0.0,3.31,1512,2.45,2
SS-C,Random,100,0.075,0.0,0.1832,0.0,0.5,0.15,0.0,0.3663,0.0,1.0,0.0337,0.0359,0.0108,0.0137,0.0449,0.0,0.0,0.0,0.0,0.0,6.61,1512,2.35,2
SS-C,Random,200,0.175,0.0,0.2447,0.0,0.5,0.2292,0.0,0.3716,0.0,1.0,0.0269,0.0279,0.0125,0.0033,0.0449,0.0,0.0,0.0,0.0,0.0,13.23,1512,3.05,2
SS-C,Random,250,0.15,0.0,0.2351,0.0,0.5,0.1417,0.0,0.2664,0.0,1.0,0.0258,0.0252,0.0117,0.0063,0.0449,0.0,0.0,0.0,0.0,0.0,16.53,1512,3.65,2
SS-C,Sobol,50,0.05,0.0,0.2236,0.0,1.0,0.0006,0.0,0.0025,0.0,0.011,0.0316,0.0449,0.0166,0.0006,0.0449,0.0,0.0,0.0,0.0,0.0001,3.31,1512,21.25,2
SS-C,Sobol,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0422,0.0449,0.0086,0.0096,0.0449,0.0,0.0,0.0,0.0,0.0,6.61,1512,8.85,2
SS-C,Sobol,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.0449,0.0072,0.0126,0.0449,0.0,0.0,0.0,0.0,0.0001,13.23,1512,1.1,2
SS-C,Sobol,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0414,0.0449,0.0083,0.0135,0.0449,0.0,0.0,0.0,0.0,0.0,16.53,1512,1.2,2
SS-C,Stratified,50,0.025,0.0,0.1118,0.0,0.5,0.05,0.0,0.2236,0.0,1.0,0.031,0.0379,0.0147,0.004,0.0449,0.0,0.0,0.0,0.0,0.0,3.31,1512,3.3,2
SS-C,Stratified,100,0.125,0.0,0.2221,0.0,0.5,0.1667,0.0,0.3289,0.0,1.0,0.0342,0.0375,0.0118,0.0002,0.0449,0.0,0.0,0.0,0.0,0.0,6.61,1512,2.65,2
SS-C,Stratified,200,0.15,0.0,0.2856,0.0,1.0,0.1417,0.0,0.3107,0.0,1.0,0.0286,0.0292,0.0093,0.0001,0.0449,0.0,0.0,0.0,0.0,0.0,13.23,1512,2.85,2
SS-C,Stratified,250,0.125,0.0,0.2221,0.0,0.5,0.0875,0.0,0.161,0.0,0.5,0.0277,0.0283,0.0079,0.0054,0.039,0.0,0.0,0.0,0.0,0.0,16.53,1512,3.55,2
SS-I,ActiveLearning,50,0.05,0.0,0.2236,0.0,1.0,0.05,0.0,0.2236,0.0,1.0,0.1133,0.0012,0.1584,0.0,0.391,0.0326,0.0,0.0475,0.0,0.1412,4.63,1080,4.65,1
SS-I,ActiveLearning,100,0.15,0.0,0.3663,0.0,1.0,0.15,0.0,0.3663,0.0,1.0,0.0404,0.0,0.0979,0.0,0.3157,0.0106,0.0,0.0261,0.0,0.0855,9.26,1080,2.7,1
SS-I,ActiveLearning,200,0.5,0.5,0.513,0.0,1.0,0.5,0.5,0.513,0.0,1.0,0.0007,0.0,0.0016,0.0,0.0053,0.0,0.0,0.0,0.0,0.0001,18.52,1080,1.35,1
SS-I,ActiveLearning,250,0.8,1.0,0.4104,0.0,1.0,0.8,1.0,0.4104,0.0,1.0,0.0108,0.0,0.0475,0.0,0.2127,0.0027,0.0,0.012,0.0,0.0536,23.15,1080,1.2,1
SS-I,Clustering,50,0.3,0.0,0.4702,0.0,1.0,0.3,0.0,0.4702,0.0,1.0,0.0011,0.0,0.0026,0.0,0.0102,0.0,0.0,0.0001,0.0,0.0003,4.63,1080,1.3,1
SS-I,Clustering,100,0.7,1.0,0.4702,0.0,1.0,0.7,1.0,0.4702,0.0,1.0,0.0008,0.0,0.0025,0.0,0.0099,0.0,0.0,0.0001,0.0,0.0004,9.26,1080,1.15,1
SS-I,Clustering,200,0.8,1.0,0.4104,0.0,1.0,0.8,1.0,0.4104,0.0,1.0,0.0002,0.0,0.0005,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,18.52,1080,1.15,1
SS-I,Clustering,250,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.15,1080,1.0,1
SS-I,Diversity,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1778,0.2406,0.147,0.0,0.3273,0.0498,0.0665,0.0418,0.0,0.1012,4.63,1080,3.35,1
SS-I,Diversity,100,0.05,0.0,0.2236,0.0,1.0,0.05,0.0,0.2236,0.0,1.0,0.1823,0.287,0.1479,0.0,0.3333,0.0486,0.0706,0.0394,0.0,0.0896,9.26,1080,4.3,1
SS-I,Diversity,200,0.1,0.0,0.3078,0.0,1.0,0.1,0.0,0.3078,0.0,1.0,0.0013,0.0,0.0021,0.0,0.0064,0.0,0.0,0.0,0.0,0.0002,18.52,1080,1.35,1
SS-I,Diversity,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0018,0.0,0.0052,0.0,0.0,0.0,0.0,0.0001,23.15,1080,1.3,1
SS-I,LHS,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0554,0.0,0.1121,0.0,0.3831,0.0173,0.0,0.0372,0.0,0.1424,4.63,1080,2.3,1
SS-I,LHS,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0079,0.0,0.032,0.0,0.1434,0.002,0.0,0.0088,0.0,0.0395,9.26,1080,1.5,1
SS-I,LHS,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0025,0.0,0.0088,0.0,0.0,0.0001,0.0,0.0003,18.52,1080,1.35,1
SS-I,LHS,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0007,0.0,0.0033,0.0,0.0,0.0,0.0,0.0,23.15,1080,1.2,1
SS-I,Random,50,0.05,0.0,0.2236,0.0,1.0,0.05,0.0,0.2236,0.0,1.0,0.1253,0.0852,0.1375,0.0,0.3322,0.0347,0.0237,0.0387,0.0,0.1076,4.63,1080,3.65,1
SS-I,Random,100,0.25,0.0,0.4443,0.0,1.0,0.25,0.0,0.4443,0.0,1.0,0.0186,0.0,0.0656,0.0,0.2888,0.0047,0.0,0.017,0.0,0.0747,9.26,1080,1.55,1
SS-I,Random,200,0.1,0.0,0.3078,0.0,1.0,0.1,0.0,0.3078,0.0,1.0,0.0014,0.0002,0.0021,0.0,0.0058,0.0,0.0,0.0,0.0,0.0001,18.52,1080,1.75,1
SS-I,Random,250,0.15,0.0,0.3663,0.0,1.0,0.15,0.0,0.3663,0.0,1.0,0.0017,0.0,0.0025,0.0,0.0081,0.0,0.0,0.0,0.0,0.0002,23.15,1080,1.9,1
