dataset,method,sample_pct,recall_mean,recall_median,recall_std,recall_min,recall_max,precision_mean,precision_median,precision_std,precision_min,precision_max,igd_mean,igd_median,igd_std,igd_min,igd_max,hv_diff_mean,hv_diff_median,hv_diff_std,hv_diff_min,hv_diff_max,pred_pf_size_mean,true_pf_size_first
Wine_quality,Diversity,30,0.75,0.75,0.0,0.75,0.75,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4
Wine_quality,LHS,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1201,0.1231,0.028,0.0854,0.1907,0.0582,0.0406,0.0514,0.0019,0.1524,6.35,4
Wine_quality,LHS,10,0.0125,0.0,0.0559,0.0,0.25,0.0083,0.0,0.0373,0.0,0.1667,0.0999,0.1025,0.0186,0.0595,0.1274,0.0785,0.083,0.0241,0.0057,0.1158,5.7,4
Wine_quality,LHS,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1023,0.1067,0.0075,0.0781,0.1096,0.0771,0.0775,0.0069,0.0593,0.0835,4.55,4
Wine_quality,LHS,30,0.0625,0.0,0.1111,0.0,0.25,0.0642,0.0,0.1161,0.0,0.3333,0.1046,0.1077,0.0141,0.0654,0.1187,0.0715,0.0835,0.0213,0.0296,0.0835,4.75,4
Wine_quality,Random,5,0.0625,0.0,0.1375,0.0,0.5,0.0486,0.0,0.1131,0.0,0.4,0.121,0.118,0.0494,0.0466,0.2648,0.0991,0.0896,0.0739,0.0042,0.2193,6.05,4
Wine_quality,Random,10,0.1125,0.0,0.1716,0.0,0.5,0.1113,0.0,0.1734,0.0,0.5,0.1139,0.1135,0.036,0.0594,0.1829,0.0529,0.0233,0.0517,0.0028,0.1756,4.6,4
Wine_quality,Random,20,0.125,0.0,0.1721,0.0,0.5,0.133,0.0,0.2114,0.0,0.6667,0.0769,0.0775,0.0372,0.0163,0.1414,0.0661,0.0637,0.043,0.0064,0.1446,5.15,4
Wine_quality,Random,30,0.3375,0.25,0.1223,0.25,0.5,0.3368,0.25,0.2291,0.1,1.0,0.0704,0.0722,0.0296,0.0159,0.1316,0.0496,0.047,0.0323,0.0034,0.1311,5.05,4
Wine_quality,Sobol,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1191,0.1079,0.032,0.0784,0.1907,0.0546,0.0224,0.0622,0.0019,0.1811,5.9,4
Wine_quality,Sobol,10,0.0125,0.0,0.0559,0.0,0.25,0.01,0.0,0.0447,0.0,0.2,0.0948,0.0876,0.0178,0.0617,0.1274,0.0698,0.0626,0.026,0.0023,0.124,5.0,4
Wine_quality,Sobol,20,0.025,0.0,0.0769,0.0,0.25,0.0292,0.0,0.0908,0.0,0.3333,0.102,0.1028,0.0094,0.0713,0.1186,0.0742,0.0721,0.0158,0.0173,0.0943,4.35,4
Wine_quality,Sobol,30,0.0375,0.0,0.0916,0.0,0.25,0.035,0.0,0.086,0.0,0.25,0.102,0.1077,0.0162,0.0654,0.1187,0.0719,0.0835,0.0208,0.0296,0.0835,4.85,4
Wine_quality,Stratified,5,0.075,0.0,0.1428,0.0,0.5,0.0705,0.0,0.1623,0.0,0.6667,0.1429,0.1282,0.0531,0.0675,0.3192,0.0924,0.0791,0.0601,0.0184,0.2527,6.85,4
Wine_quality,Stratified,10,0.1875,0.25,0.1791,0.0,0.5,0.1553,0.2,0.1477,0.0,0.5,0.1141,0.1138,0.0389,0.0556,0.1852,0.0818,0.0808,0.0486,0.0032,0.1709,5.25,4
Wine_quality,Stratified,20,0.25,0.25,0.281,0.0,0.75,0.2293,0.0909,0.302,0.0,1.0,0.0924,0.0996,0.0357,0.0185,0.1521,0.0748,0.0847,0.0397,0.0054,0.1471,5.7,4
Wine_quality,Stratified,30,0.25,0.25,0.2146,0.0,0.75,0.265,0.225,0.2575,0.0,0.75,0.0637,0.0625,0.0342,0.0077,0.1477,0.0457,0.0396,0.0346,0.0002,0.1052,5.65,4
auto93,ActiveLearning,5,0.2192,0.1538,0.2208,0.0,0.6923,0.1741,0.0977,0.2371,0.0,1.0,0.2533,0.2363,0.0959,0.1322,0.4712,0.1019,0.0661,0.0893,0.0075,0.3424,30.65,13
auto93,ActiveLearning,10,0.1731,0.1923,0.127,0.0,0.4615,0.1795,0.1214,0.174,0.0,0.5,0.2045,0.2015,0.0552,0.1157,0.3199,0.1059,0.0792,0.088,0.0085,0.3667,24.2,13
auto93,ActiveLearning,20,0.2269,0.2308,0.172,0.0,0.6923,0.2379,0.1297,0.2561,0.0,1.0,0.2091,0.1865,0.0612,0.133,0.3467,0.0818,0.0872,0.0549,0.003,0.2249,18.3,13
auto93,ActiveLearning,30,0.2615,0.2692,0.1586,0.0,0.5385,0.2078,0.1745,0.1883,0.0,0.8333,0.1506,0.1455,0.0344,0.1027,0.2515,0.0584,0.0501,0.0326,0.0084,0.1436,21.05,13
auto93,Clustering,5,0.4269,0.3846,0.1664,0.0769,0.6923,0.1333,0.1384,0.0371,0.0294,0.1957,0.1776,0.1767,0.0287,0.1376,0.2507,0.1435,0.1519,0.0776,0.0027,0.3316,40.75,13
auto93,Clustering,10,0.2654,0.2692,0.1683,0.0,0.4615,0.212,0.1384,0.2283,0.0,1.0,0.169,0.1306,0.0963,0.1092,0.4712,0.0642,0.0453,0.0547,0.0024,0.1531,26.5,13
auto93,Clustering,20,0.2231,0.2308,0.0701,0.0769,0.3846,0.3157,0.2792,0.1735,0.08,0.75,0.1715,0.1573,0.0571,0.1136,0.3429,0.0824,0.0925,0.0361,0.0032,0.1386,11.4,13
auto93,Clustering,30,0.3,0.3077,0.0745,0.2308,0.4615,0.3902,0.3923,0.078,0.2308,0.5556,0.1375,0.1369,0.0142,0.1123,0.1784,0.0797,0.0683,0.0259,0.0086,0.1103,10.1,13
auto93,Diversity,5,0.1,0.0769,0.097,0.0,0.3077,0.1805,0.2,0.1631,0.0,0.5,0.2376,0.223,0.0793,0.1311,0.4113,0.0915,0.1003,0.0376,0.0029,0.1511,10.95,13
auto93,Diversity,10,0.1962,0.1538,0.1013,0.0,0.3846,0.1945,0.1584,0.1552,0.0,0.75,0.1823,0.1546,0.0525,0.1148,0.2793,0.0917,0.1078,0.0387,0.0135,0.1388,16.45,13
auto93,Diversity,20,0.3885,0.3846,0.1568,0.1538,0.6154,0.4044,0.4189,0.1517,0.1818,0.6667,0.1362,0.1369,0.0153,0.1142,0.1683,0.0823,0.1036,0.0379,0.0067,0.1233,13.25,13
auto93,Diversity,30,0.5308,0.5385,0.0896,0.3846,0.6923,0.7636,0.7778,0.1434,0.4615,1.0,0.1363,0.1372,0.0108,0.1176,0.1553,0.0945,0.1156,0.0442,0.0012,0.1272,9.2,13
auto93,LHS,5,0.1731,0.0769,0.1815,0.0,0.6154,0.0835,0.0605,0.1188,0.0,0.5,0.2912,0.285,0.0689,0.1658,0.4062,0.1505,0.1338,0.1066,0.0151,0.3413,40.55,13
auto93,LHS,10,0.1654,0.0769,0.1524,0.0,0.5385,0.2162,0.1339,0.2368,0.0,1.0,0.2612,0.2624,0.0679,0.1624,0.3915,0.1204,0.1064,0.069,0.0113,0.2538,17.65,13
auto93,LHS,20,0.2231,0.1538,0.122,0.0769,0.6154,0.3124,0.2111,0.2401,0.0625,1.0,0.2063,0.185,0.0592,0.136,0.3315,0.0763,0.0784,0.0468,0.0024,0.1657,14.1,13
auto93,LHS,30,0.2385,0.2308,0.1516,0.0769,0.5385,0.2615,0.1926,0.1845,0.05,0.8333,0.1924,0.1758,0.0433,0.1458,0.2697,0.0551,0.0542,0.0343,0.002,0.1243,15.2,13
auto93,Random,5,0.2231,0.2308,0.1979,0.0,0.6923,0.1066,0.0797,0.0847,0.0,0.3,0.2161,0.1763,0.0903,0.131,0.4712,0.1094,0.0998,0.0812,0.0042,0.3611,31.6,13
auto93,Random,10,0.2846,0.2308,0.1695,0.0,0.6154,0.217,0.2183,0.1342,0.0,0.6667,0.1705,0.1573,0.0447,0.1113,0.2614,0.0688,0.0666,0.0513,0.0069,0.1905,18.6,13
auto93,Random,20,0.3962,0.3462,0.1544,0.1538,0.7692,0.404,0.3693,0.1648,0.1667,0.8,0.1426,0.1463,0.0556,0.045,0.2829,0.0807,0.0825,0.0504,0.0152,0.178,14.0,13
auto93,Random,30,0.3808,0.3846,0.0982,0.2308,0.5385,0.4296,0.4306,0.1537,0.1923,0.8333,0.1385,0.1416,0.0384,0.0692,0.2102,0.0745,0.0886,0.0388,0.0067,0.1235,12.95,13
auto93,Sobol,5,0.1654,0.1538,0.144,0.0,0.3846,0.0968,0.0667,0.126,0.0,0.5,0.2981,0.2886,0.0663,0.1916,0.425,0.13,0.1213,0.0684,0.0049,0.2698,35.3,13
auto93,Sobol,10,0.1692,0.1538,0.1133,0.0,0.3846,0.1349,0.0897,0.1401,0.0,0.5,0.216,0.2028,0.0536,0.1574,0.3576,0.1338,0.1283,0.0686,0.017,0.2481,21.3,13
auto93,Sobol,20,0.2269,0.1923,0.1157,0.0769,0.5385,0.2999,0.2053,0.2073,0.0667,0.75,0.2085,0.1931,0.0543,0.1494,0.3315,0.0805,0.0788,0.0383,0.0108,0.1382,15.4,13
auto93,Sobol,30,0.2692,0.2308,0.1309,0.0769,0.5385,0.3016,0.2225,0.2196,0.0816,1.0,0.1712,0.1723,0.0283,0.1262,0.2267,0.0528,0.0556,0.0316,0.0023,0.1182,16.95,13
auto93,Stratified,5,0.3077,0.3077,0.2287,0.0,0.7692,0.2097,0.1151,0.2373,0.0,1.0,0.2186,0.1773,0.1099,0.1198,0.4712,0.1058,0.1263,0.0459,0.0266,0.17,32.25,13
auto93,Stratified,10,0.3308,0.3077,0.16,0.0,0.6923,0.2044,0.2116,0.0724,0.0,0.3,0.1476,0.1468,0.039,0.0621,0.2537,0.0762,0.0878,0.0512,0.0001,0.1971,20.9,13
auto93,Stratified,20,0.2885,0.3077,0.1318,0.0769,0.5385,0.3311,0.3022,0.1664,0.1333,0.75,0.1603,0.1578,0.0372,0.0551,0.2172,0.0909,0.0919,0.0318,0.0331,0.1347,13.05,13
auto93,Stratified,30,0.4115,0.3846,0.1396,0.1538,0.8462,0.3797,0.3868,0.1256,0.1364,0.625,0.1362,0.1529,0.0415,0.0364,0.179,0.0822,0.0989,0.0409,0.0079,0.1306,15.35,13
coc1000,ActiveLearning,5,0.2385,0.2326,0.1604,0.0417,0.5278,0.2139,0.2061,0.0531,0.1133,0.3226,0.2988,0.2943,0.0272,0.2486,0.3539,0.3097,0.3086,0.0618,0.1963,0.4086,171.85,144
coc1000,ActiveLearning,10,0.226,0.2257,0.0944,0.0625,0.4167,0.2585,0.2329,0.0786,0.1481,0.4146,0.2446,0.2456,0.0157,0.2095,0.2663,0.21,0.212,0.0442,0.1186,0.2933,136.65,144
coc1000,ActiveLearning,20,0.2524,0.2431,0.1011,0.1111,0.4861,0.3173,0.3221,0.0597,0.2278,0.4603,0.184,0.1827,0.0116,0.1598,0.2042,0.1204,0.1191,0.0269,0.067,0.1865,117.2,144
coc1000,ActiveLearning,30,0.2236,0.2118,0.0554,0.1389,0.4028,0.3309,0.3317,0.0639,0.2231,0.4571,0.1598,0.1572,0.0166,0.1309,0.1956,0.096,0.0894,0.0308,0.0434,0.1536,101.35,144
coc1000,Clustering,5,0.3281,0.3576,0.1389,0.125,0.6458,0.2188,0.2061,0.0475,0.1574,0.3418,0.2952,0.2913,0.0204,0.259,0.3251,0.3113,0.3137,0.0679,0.1918,0.4371,232.3,144
coc1000,Clustering,10,0.2115,0.1979,0.0648,0.1181,0.3681,0.3007,0.2946,0.064,0.19,0.4267,0.2283,0.2286,0.0127,0.2057,0.2614,0.1852,0.1868,0.0403,0.1117,0.2711,108.15,144
